"Product","Record Type","Account Number","Interest Rate","Loan Term(months)","Branch Code","Household"
"Checking Account","New Application","347953529170989","0.4","12","B086","Low Income"
"Personal Loan","New Application","584135107602801","0.1","60","B047","Secondary"
"Savings Account","Closed","645492763422698","1.0","48","B026","Secondary"
"Personal Loan","Servicing","885551243269566","0.4","48","B081","Secondary"
"Savings Account","Servicing","057168854411991","0.5","24","B078","Low Income"
"Checking Account","Servicing","673456297670598","0.30000000000000004","72","B016","Primary"
"Personal Loan","Closed","087630161012075","0.2","36","B018","Low Income"
"Savings Account","New Application","567489326988022","0.2","36","B009","Primary"
"Mortgage","Closed","268867250454363","0.2","60","B027","High Income"
"Personal Loan","Servicing","362635892032288","0.9","24","B092","Secondary"
"Savings Account","Servicing","972090328306297","0.8","72","B066","Secondary"
"Mortgage","Servicing","112917586571147","0.7000000000000001","60","B053","High Income"
"Mortgage","Servicing","405493186026016","0.5","24","B007","High Income"
"Mortgage","New Application","241553513013711","0.30000000000000004","72","B039","Secondary"
"Personal Loan","Closed","607486455081429","0.8","60","B093","Low Income"
"Mortgage","Closed","965042087795673","0.7000000000000001","72","B044","Middle Income"
"Checking Account","Servicing","430854598624815","0.5","60","B024","Primary"
"Mortgage","Closed","388578049357896","0.4","12","B048","Secondary"
"Savings Account","New Application","193590136220714","0.1","12","B035","Secondary"
"Checking Account","New Application","524307844256165","1.0","24","B100","Secondary"
"Mortgage","Servicing","283760576196796","0.2","12","B091","Middle Income"
"Personal Loan","Closed","742021539844150","0.2","12","B025","High Income"
"Savings Account","Closed","947988018153060","0.9","60","B050","Middle Income"
"Savings Account","Closed","659971456531296","0.2","36","B078","Low Income"
"Checking Account","Servicing","805049384395866","1.0","48","B001","Primary"
"Mortgage","Closed","625290487596459","1.0","48","B100","Middle Income"
"Checking Account","Servicing","646720302072829","0.30000000000000004","48","B093","Middle Income"
"Checking Account","Servicing","636654167111148","0.5","24","B042","Secondary"
"Mortgage","Servicing","212426770898716","1.0","60","B079","High Income"
"Personal Loan","Closed","167151671221719","1.0","72","B083","Secondary"
"Personal Loan","Servicing","488059700757478","0.1","12","B075","Middle Income"
"Personal Loan","New Application","889212688372742","0.30000000000000004","84","B099","Low Income"
"Checking Account","Closed","164357636732273","1.0","48","B026","Primary"
"Mortgage","Closed","066721926785973","1.0","60","B077","Primary"
"Personal Loan","Servicing","074744392187967","0.5","84","B093","Secondary"
"Personal Loan","Servicing","250967087468126","0.1","36","B046","Middle Income"
"Personal Loan","Closed","604763067185866","0.30000000000000004","72","B073","Low Income"
"Personal Loan","Servicing","841910833902445","0.8","72","B080","Secondary"
"Mortgage","Servicing","705867438675573","0.5","48","B010","Middle Income"
"Savings Account","New Application","239024001895939","0.7000000000000001","12","B095","Secondary"
"Savings Account","New Application","975025860422302","1.0","24","B085","Primary"
"Savings Account","Servicing","315632164636577","0.30000000000000004","60","B041","Low Income"
"Mortgage","Servicing","348626965581047","0.5","72","B064","Primary"
"Checking Account","Closed","959080732299559","0.7000000000000001","24","B037","Low Income"
"Personal Loan","New Application","345637842657001","0.1","12","B074","Secondary"
"Personal Loan","New Application","035994505053638","0.7000000000000001","72","B095","High Income"
"Savings Account","New Application","584835979576462","0.30000000000000004","36","B059","Primary"
"Savings Account","New Application","731687533256483","0.2","24","B057","Primary"
"Checking Account","Servicing","683403856219085","0.7000000000000001","60","B005","High Income"
"Mortgage","Servicing","176940843688246","0.8","24","B006","Middle Income"
"Savings Account","Servicing","508932998328649","0.6000000000000001","48","B008","Low Income"
"Mortgage","New Application","768963475540435","0.1","24","B038","Primary"
"Savings Account","New Application","759796073370119","0.30000000000000004","48","B071","Middle Income"
"Savings Account","Closed","171147851948762","0.2","24","B018","Secondary"
"Mortgage","Servicing","966312440636034","0.2","72","B038","Middle Income"
"Savings Account","Closed","188949093173683","0.5","24","B082","Low Income"
"Mortgage","Closed","415834233569767","0.30000000000000004","60","B058","Low Income"
"Savings Account","New Application","798860563870629","1.0","12","B054","Primary"
"Savings Account","New Application","917044703732914","0.2","60","B075","Secondary"
"Mortgage","Closed","241854962992279","0.1","60","B039","Primary"
"Savings Account","Servicing","760459670245253","0.6000000000000001","12","B009","High Income"
"Personal Loan","New Application","872351038068805","0.2","12","B094","Low Income"
"Personal Loan","Closed","047529457976099","1.0","36","B043","Low Income"
"Savings Account","Closed","015272650481067","0.5","36","B093","Middle Income"
"Personal Loan","Servicing","698432990197346","0.8","48","B064","Primary"
"Mortgage","Servicing","472138453455033","0.9","84","B098","Secondary"
"Checking Account","Closed","500991368424044","0.7000000000000001","60","B051","Primary"
"Savings Account","Closed","713131243038054","1.0","48","B075","Low Income"
"Savings Account","Servicing","343149656885037","0.4","12","B090","Middle Income"
"Savings Account","Closed","100793528068474","0.2","84","B033","Secondary"
"Savings Account","New Application","121566947687281","0.1","60","B078","High Income"
"Mortgage","New Application","923213381024910","0.9","48","B008","Primary"
"Mortgage","Closed","232698545018568","0.4","48","B018","High Income"
"Checking Account","Servicing","564915693123799","1.0","36","B087","Middle Income"
"Personal Loan","Servicing","342707394147542","0.9","72","B084","Secondary"
"Personal Loan","Servicing","447204244687938","0.8","36","B021","Middle Income"
"Personal Loan","Closed","882137839251602","0.4","72","B049","Low Income"
"Mortgage","Servicing","502396641770372","0.9","24","B045","Secondary"
"Personal Loan","Servicing","250573321114443","0.9","72","B018","Middle Income"
"Personal Loan","Closed","387115828904822","0.4","84","B070","Secondary"
"Mortgage","New Application","517484568621773","0.1","36","B089","Primary"
"Checking Account","Closed","245600383613345","0.8","72","B066","Middle Income"
"Savings Account","Closed","616485182697958","0.2","36","B036","Secondary"
"Savings Account","Closed","030461576188326","0.1","24","B057","Middle Income"
"Mortgage","Servicing","006141482398425","0.30000000000000004","48","B035","Primary"
"Mortgage","Closed","512798779242929","0.5","24","B011","Low Income"
"Personal Loan","New Application","164212553094480","0.30000000000000004","24","B027","Low Income"
"Mortgage","Servicing","543337683965019","0.6000000000000001","24","B043","Secondary"
"Savings Account","Closed","775876702203318","0.8","60","B073","High Income"
"Personal Loan","Closed","917158582549132","0.6000000000000001","48","B028","Middle Income"
"Mortgage","New Application","455219224421778","0.8","60","B087","Middle Income"
"Checking Account","Servicing","051865420260340","0.4","72","B081","Low Income"
"Mortgage","Servicing","762904641036715","0.4","72","B099","Low Income"
"Savings Account","New Application","753740434300404","1.0","12","B082","Secondary"
"Savings Account","New Application","503622737002223","0.7000000000000001","72","B070","Middle Income"
"Savings Account","Servicing","592016685989410","0.2","84","B064","Low Income"
"Personal Loan","Closed","130663170735624","1.0","48","B020","Secondary"
"Personal Loan","New Application","602360130916909","0.6000000000000001","36","B091","Middle Income"
"Mortgage","New Application","604194977623354","0.8","72","B009","Primary"
"Checking Account","Closed","650193945830073","0.2","72","B034","Middle Income"
"Checking Account","New Application","542090354439565","0.2","48","B065","Primary"
"Checking Account","Servicing","616564950471814","0.2","84","B088","Middle Income"
"Mortgage","New Application","335246928276933","0.7000000000000001","72","B045","Low Income"
"Checking Account","Closed","356854994285087","0.7000000000000001","72","B046","Secondary"
"Personal Loan","Closed","624504231009749","0.4","60","B013","Primary"
"Personal Loan","New Application","073915840081484","0.9","48","B044","Middle Income"
"Checking Account","Closed","530794529025146","0.8","60","B100","High Income"
"Mortgage","Closed","397724253764914","1.0","36","B074","Low Income"
"Savings Account","Closed","203049436385238","0.8","24","B055","Middle Income"
"Mortgage","Closed","300755287025424","0.30000000000000004","36","B075","Primary"
"Personal Loan","New Application","327377186578802","0.5","60","B042","Low Income"
"Mortgage","Servicing","683840141885032","1.0","36","B062","Low Income"
"Mortgage","Closed","116046274487380","1.0","60","B045","Low Income"
"Personal Loan","Servicing","629369770601908","1.0","24","B071","High Income"
"Savings Account","Closed","743589608193483","0.5","12","B013","Low Income"
"Checking Account","Servicing","638864838274527","0.2","72","B014","Low Income"
"Checking Account","New Application","687722489735183","0.30000000000000004","84","B053","High Income"
"Personal Loan","Servicing","488523507241532","0.6000000000000001","84","B091","Primary"
"Savings Account","New Application","311807362718099","0.30000000000000004","36","B072","Middle Income"
"Mortgage","Servicing","617364577738144","0.4","60","B020","Secondary"
"Mortgage","New Application","343116369066947","0.4","72","B044","Middle Income"
"Checking Account","Servicing","353515704446958","0.8","12","B071","High Income"
"Savings Account","New Application","911172904943228","0.6000000000000001","60","B039","Low Income"
"Mortgage","New Application","249700710971800","0.8","84","B043","High Income"
"Checking Account","Servicing","349230353208970","0.6000000000000001","48","B034","Primary"
"Checking Account","Closed","539482997030587","0.4","48","B033","Primary"
"Personal Loan","Closed","939239988019063","1.0","36","B020","Middle Income"
"Mortgage","Closed","889413466802851","0.8","24","B090","High Income"
"Personal Loan","New Application","162470687576011","0.2","60","B048","Primary"
"Personal Loan","New Application","867651202189360","0.1","24","B082","Secondary"
"Mortgage","Servicing","760159069735958","0.5","48","B031","Middle Income"
"Mortgage","Closed","756013542379638","0.30000000000000004","72","B050","Primary"
"Mortgage","New Application","958920042496255","0.6000000000000001","60","B099","High Income"
"Checking Account","New Application","569349438519692","0.30000000000000004","36","B042","Primary"
"Personal Loan","New Application","320748130641574","0.6000000000000001","72","B043","High Income"
"Mortgage","New Application","767443891348002","0.2","36","B029","Primary"
"Savings Account","Closed","786527065415875","0.4","36","B072","Secondary"
"Mortgage","Servicing","066456789197306","0.30000000000000004","48","B074","Middle Income"
"Checking Account","Closed","280508814101428","0.7000000000000001","60","B057","Low Income"
"Checking Account","Servicing","956869877303985","0.8","36","B099","High Income"
"Savings Account","Servicing","382937570125235","0.9","72","B019","High Income"
"Mortgage","Closed","378801637697060","0.1","24","B050","Primary"
"Mortgage","Servicing","675957115129724","0.8","12","B072","High Income"
"Personal Loan","New Application","649423957494725","0.30000000000000004","24","B065","Low Income"
"Checking Account","Closed","454045717035084","0.6000000000000001","84","B077","Low Income"
"Mortgage","Closed","897130501758415","0.1","48","B075","Secondary"
"Personal Loan","Closed","677767267358430","0.8","84","B072","Low Income"
"Savings Account","Servicing","599400520994400","0.30000000000000004","24","B016","Low Income"
"Savings Account","Servicing","216045875347158","0.1","72","B097","Middle Income"
"Mortgage","Servicing","431047329208426","0.6000000000000001","84","B100","Secondary"
"Personal Loan","Closed","214885945553760","0.8","48","B065","High Income"
"Personal Loan","Closed","234830245706329","0.1","84","B014","Low Income"
"Checking Account","Closed","542998119626318","0.4","12","B068","Low Income"
"Mortgage","New Application","225121402955635","1.0","72","B051","High Income"
"Mortgage","New Application","504054696495570","0.30000000000000004","72","B053","Secondary"
"Checking Account","Servicing","624812347990379","0.6000000000000001","24","B097","Primary"
"Checking Account","Closed","082889152842510","1.0","36","B079","Low Income"
"Mortgage","Servicing","037543100211544","0.7000000000000001","72","B046","High Income"
"Checking Account","Servicing","000576014795411","0.8","36","B094","Secondary"
"Savings Account","New Application","267780886120513","0.2","36","B024","High Income"
"Personal Loan","New Application","172300100322605","1.0","36","B051","Low Income"
"Personal Loan","New Application","187176361356893","0.5","12","B077","Primary"
"Savings Account","New Application","519596290000805","0.8","84","B003","High Income"
"Mortgage","Servicing","424269244554722","0.1","84","B019","High Income"
"Checking Account","Servicing","538461844836175","0.9","48","B031","Low Income"
"Personal Loan","Closed","593176818004882","0.5","84","B040","Middle Income"
"Savings Account","Servicing","869881880825572","0.8","48","B011","Primary"
"Mortgage","Closed","743622050963483","0.1","84","B033","Secondary"
"Savings Account","Servicing","525663893501085","0.9","24","B021","Primary"
"Savings Account","Servicing","245400189687801","0.7000000000000001","84","B008","Middle Income"
"Personal Loan","Closed","860717837872944","0.4","36","B054","Low Income"
"Personal Loan","Closed","758800069228333","0.7000000000000001","84","B040","Low Income"
"Mortgage","New Application","637497849496565","0.8","12","B045","Middle Income"
"Mortgage","New Application","610376236403421","0.1","84","B068","Secondary"
"Checking Account","Closed","314604711243850","0.2","36","B030","Primary"
"Personal Loan","Closed","098304914322658","0.4","72","B034","Low Income"
"Checking Account","Servicing","558947771084008","0.1","48","B068","Low Income"
"Mortgage","New Application","315254968207978","0.9","72","B075","Primary"
"Personal Loan","Closed","813362645036932","0.6000000000000001","24","B057","High Income"
"Checking Account","Closed","502047807874723","0.2","72","B010","Middle Income"
"Savings Account","New Application","496370801085242","0.6000000000000001","60","B019","High Income"
"Checking Account","New Application","812298791366506","0.4","24","B049","Primary"
"Savings Account","New Application","555635194245626","1.0","60","B083","High Income"
"Checking Account","Servicing","306987888906883","0.2","48","B094","Middle Income"
"Checking Account","Servicing","381584697747057","0.5","12","B029","Secondary"
"Savings Account","Servicing","694001558500339","0.2","72","B003","Primary"
"Savings Account","Closed","562465179578806","0.6000000000000001","48","B056","Low Income"
"Checking Account","Servicing","143535726898752","1.0","72","B006","High Income"
"Personal Loan","Closed","949670107101122","0.6000000000000001","60","B065","Middle Income"
"Mortgage","New Application","099763804584632","1.0","60","B032","High Income"
"Checking Account","Servicing","039877408292417","0.8","12","B099","Low Income"
"Savings Account","New Application","876856917475230","0.1","36","B031","Middle Income"
"Personal Loan","Closed","387782918503864","0.30000000000000004","24","B088","Low Income"
"Checking Account","Servicing","220261193387177","0.8","48","B043","Primary"
"Personal Loan","New Application","075320463431620","0.7000000000000001","36","B045","Low Income"
"Mortgage","Closed","326139196645149","0.6000000000000001","60","B041","Middle Income"
"Checking Account","Servicing","540408320030744","0.30000000000000004","48","B058","Secondary"
"Mortgage","Servicing","516844736093901","0.8","72","B065","Secondary"
"Checking Account","New Application","189975621126982","1.0","36","B006","Primary"
"Personal Loan","Closed","699703096475158","0.8","60","B002","Secondary"
"Checking Account","New Application","729227733430152","0.2","48","B095","Middle Income"
"Mortgage","New Application","540570486786218","0.1","72","B060","Low Income"
"Checking Account","Closed","756560701134291","0.5","60","B001","Low Income"
"Savings Account","Servicing","376906538645477","0.1","24","B022","Secondary"
"Savings Account","Closed","702895134486071","0.4","36","B073","Low Income"
"Savings Account","Closed","601098594390919","0.1","48","B022","High Income"
"Checking Account","New Application","207242313616239","0.1","60","B004","Secondary"
"Personal Loan","Servicing","175810932388242","0.4","24","B025","Low Income"
"Personal Loan","Closed","112053408568039","0.8","48","B053","Middle Income"
"Savings Account","New Application","588216556927153","0.5","84","B019","High Income"
"Personal Loan","Closed","506027525686095","0.8","36","B042","Secondary"
"Checking Account","Closed","613978272940412","0.8","48","B035","Secondary"
"Checking Account","New Application","073482664287353","0.9","60","B094","Low Income"
"Checking Account","Servicing","221198810700903","0.5","72","B012","Middle Income"
"Savings Account","Servicing","045427511098234","0.4","48","B067","Primary"
"Personal Loan","Closed","630958722137297","0.30000000000000004","60","B036","High Income"
"Personal Loan","Servicing","406078149807694","0.2","12","B061","Low Income"
"Savings Account","Servicing","192963794219028","0.2","24","B060","High Income"
"Checking Account","Closed","010289764947783","0.5","48","B002","Secondary"
"Mortgage","Servicing","652558135045488","0.8","24","B088","High Income"
"Personal Loan","New Application","875531545803901","0.7000000000000001","48","B008","High Income"
"Checking Account","Closed","331024101492603","0.8","24","B039","Secondary"
"Personal Loan","New Application","710524836014039","0.1","36","B048","Low Income"
"Checking Account","New Application","187969300137113","1.0","12","B048","High Income"
"Savings Account","New Application","835476146929458","0.30000000000000004","36","B046","Low Income"
"Savings Account","New Application","145833806436921","0.1","60","B011","Primary"
"Checking Account","Closed","771958641348973","0.2","12","B072","Low Income"
"Mortgage","Servicing","311235280054326","0.9","60","B097","Primary"
"Checking Account","Closed","873035003601878","0.4","60","B049","Low Income"
"Savings Account","Servicing","126221352813452","0.2","24","B086","Secondary"
"Personal Loan","Servicing","840118399095201","0.30000000000000004","12","B030","Low Income"
"Savings Account","New Application","728853634844812","0.8","36","B100","Primary"
"Checking Account","Servicing","231978248260157","0.2","36","B030","Primary"
"Personal Loan","Closed","315488598176490","0.7000000000000001","84","B092","Low Income"
"Savings Account","Closed","553361044865166","0.2","12","B041","Secondary"
"Personal Loan","Closed","409560997052045","0.5","84","B014","Middle Income"
"Checking Account","New Application","453705928242841","0.4","12","B092","Low Income"
"Savings Account","Servicing","746153933375410","0.1","36","B082","Low Income"
"Personal Loan","Servicing","785192315281585","0.30000000000000004","24","B049","High Income"
"Personal Loan","New Application","491026276952470","0.2","84","B069","High Income"
"Mortgage","Closed","888924100083754","1.0","84","B053","Primary"
"Mortgage","New Application","629620497868884","0.9","72","B011","Low Income"
"Personal Loan","Servicing","010947191887197","0.30000000000000004","48","B052","Low Income"
"Personal Loan","New Application","842557526880868","0.6000000000000001","36","B073","Low Income"
"Checking Account","Closed","099439797029379","0.1","24","B071","Secondary"
"Checking Account","Closed","641713368633905","0.9","60","B072","Middle Income"
"Personal Loan","Closed","170092107879840","0.5","60","B099","Low Income"
"Mortgage","New Application","748454489314972","0.2","72","B095","Primary"
"Savings Account","New Application","073027856488267","0.30000000000000004","60","B042","Primary"
"Personal Loan","New Application","083432097356872","0.8","84","B002","High Income"
"Checking Account","New Application","734128647841962","0.8","84","B048","Low Income"
"Savings Account","New Application","070859652959312","0.5","84","B049","High Income"
"Mortgage","Closed","476767746195811","0.2","84","B094","Secondary"
"Mortgage","Servicing","861975764722682","0.5","36","B026","Middle Income"
"Mortgage","Closed","143165660291013","0.6000000000000001","12","B068","Middle Income"
"Savings Account","Servicing","508227274104810","0.5","24","B016","Middle Income"
"Personal Loan","New Application","467281880806312","0.9","60","B044","Secondary"
"Mortgage","Servicing","122752881354689","0.30000000000000004","72","B088","High Income"
"Savings Account","New Application","975243116508113","0.2","24","B060","Middle Income"
"Mortgage","Closed","763348736068326","0.9","36","B077","Secondary"
"Personal Loan","Servicing","227263264584960","0.5","60","B021","Middle Income"
"Savings Account","Servicing","334000422099763","0.6000000000000001","84","B023","Secondary"
"Checking Account","New Application","833519696487176","0.1","84","B049","Secondary"
"Mortgage","Closed","933143390050851","0.6000000000000001","48","B053","Primary"
"Personal Loan","New Application","019758605958991","0.7000000000000001","12","B002","High Income"
"Checking Account","Closed","361280479905177","0.8","24","B054","Primary"
"Savings Account","New Application","561763465579042","1.0","36","B008","High Income"
"Savings Account","Closed","800835226346903","0.30000000000000004","84","B097","Middle Income"
"Personal Loan","Servicing","901744080484716","0.30000000000000004","12","B065","Low Income"
"Mortgage","New Application","571831749394566","0.8","84","B098","High Income"
"Savings Account","Closed","803937060064530","0.8","12","B082","Low Income"
"Mortgage","Closed","157383760940972","0.9","24","B079","High Income"
"Checking Account","Closed","124334583296799","0.6000000000000001","84","B008","Secondary"
"Mortgage","New Application","848734164430217","0.2","36","B037","Primary"
"Savings Account","Closed","688026713072228","0.2","72","B062","Secondary"
"Savings Account","New Application","611794703503649","0.5","24","B071","Low Income"
"Savings Account","Servicing","425089292336836","0.8","12","B028","Secondary"
"Personal Loan","Servicing","854636616030984","0.6000000000000001","36","B002","High Income"
"Personal Loan","Closed","051885027842471","0.9","12","B057","Secondary"
"Mortgage","Closed","478171878242394","0.8","12","B031","Primary"
"Checking Account","Servicing","891606537900735","0.5","60","B033","Secondary"
"Checking Account","Servicing","456462601970453","0.7000000000000001","72","B025","Middle Income"
"Personal Loan","New Application","761538331108095","0.2","48","B006","Secondary"
"Savings Account","Servicing","378167533901485","1.0","60","B008","Low Income"
"Savings Account","Servicing","528785035128193","0.7000000000000001","60","B011","Secondary"
"Checking Account","Closed","511001356416907","0.30000000000000004","72","B094","Primary"
"Mortgage","Servicing","188476852499915","0.1","72","B090","High Income"
"Savings Account","New Application","173336541384786","0.6000000000000001","60","B084","Middle Income"
"Checking Account","Servicing","959244065626958","0.5","84","B009","Primary"
"Savings Account","Closed","423126464699382","0.1","36","B048","Low Income"
"Personal Loan","Closed","365920714871581","0.7000000000000001","24","B057","Secondary"
"Personal Loan","Closed","780593895431152","0.6000000000000001","36","B087","High Income"
"Mortgage","New Application","095679324381760","0.4","84","B095","Primary"
"Checking Account","New Application","579569544119450","0.5","12","B024","Primary"
"Savings Account","Servicing","151550602047282","0.2","36","B054","Primary"
"Mortgage","Closed","470693059693936","0.7000000000000001","84","B070","Low Income"
"Savings Account","Closed","677242726872097","0.4","60","B057","Low Income"
"Savings Account","Closed","246494754908899","0.9","84","B073","High Income"
"Personal Loan","New Application","252807253062125","0.5","72","B018","Primary"
"Savings Account","Servicing","007190401905838","0.7000000000000001","60","B014","Middle Income"
"Personal Loan","Closed","436328487355291","1.0","72","B035","Secondary"
"Savings Account","New Application","705586111321326","0.8","12","B009","High Income"
"Checking Account","Servicing","506045884171459","0.4","72","B041","High Income"
"Checking Account","Servicing","595655119500218","1.0","60","B050","Secondary"
"Checking Account","New Application","759925997585445","0.2","24","B035","Secondary"
"Mortgage","Servicing","210020234034876","0.30000000000000004","12","B042","Primary"
"Personal Loan","Servicing","005524357769405","0.4","72","B060","Secondary"
"Checking Account","Closed","823355105882531","0.7000000000000001","36","B063","Middle Income"
"Personal Loan","New Application","887308868582064","1.0","24","B068","Primary"
"Savings Account","Servicing","937751549782423","0.5","12","B067","Low Income"
"Mortgage","Servicing","419851390839621","0.2","72","B069","High Income"
"Personal Loan","Servicing","572617032673762","0.9","36","B023","Secondary"
"Mortgage","Closed","075430175333316","0.5","84","B062","Secondary"
"Savings Account","Servicing","527930531970512","0.30000000000000004","84","B072","Middle Income"
"Checking Account","New Application","076280661702108","0.1","36","B007","Low Income"
"Mortgage","Servicing","924083147252175","0.30000000000000004","36","B097","Middle Income"
"Savings Account","Closed","456615240062141","0.9","60","B041","Middle Income"
"Savings Account","Closed","583655101097815","1.0","12","B020","Low Income"
"Savings Account","Servicing","795269758037815","0.6000000000000001","48","B060","High Income"
"Checking Account","New Application","706820606636264","0.30000000000000004","84","B010","Low Income"
"Savings Account","Servicing","971385212983761","0.4","84","B084","Low Income"
"Savings Account","Servicing","648780021429398","0.5","84","B068","Middle Income"
"Checking Account","New Application","719034153380892","1.0","36","B047","Primary"
"Personal Loan","New Application","275310022531912","0.8","36","B011","Secondary"
"Checking Account","Servicing","455682914418735","0.1","84","B091","Low Income"
"Checking Account","New Application","403513694313344","0.6000000000000001","12","B042","Primary"
"Checking Account","Servicing","602018968062762","0.9","24","B026","Primary"
"Personal Loan","New Application","458082950822966","0.4","72","B009","Primary"
"Savings Account","Servicing","566299084454754","0.30000000000000004","24","B005","Secondary"
"Personal Loan","Servicing","387956799860343","0.1","48","B096","Low Income"
"Checking Account","New Application","603131638001325","0.9","84","B074","Primary"
"Savings Account","Closed","034829137525438","0.2","84","B012","Primary"
"Personal Loan","Servicing","207555633232819","0.6000000000000001","24","B058","Secondary"
"Mortgage","New Application","103479302639412","0.2","60","B035","High Income"
"Personal Loan","Closed","876765120576689","0.1","48","B084","Secondary"
"Checking Account","Servicing","348939654837890","0.2","72","B031","Primary"
"Savings Account","Servicing","749069109420266","0.9","60","B084","Middle Income"
"Personal Loan","Closed","019811164716941","0.7000000000000001","60","B082","Middle Income"
"Personal Loan","New Application","322042282399944","0.5","24","B059","Middle Income"
"Personal Loan","Servicing","452019367195187","0.7000000000000001","36","B073","High Income"
"Mortgage","New Application","880214282895615","0.9","48","B071","Middle Income"
"Savings Account","Closed","781986189404927","0.7000000000000001","36","B065","Secondary"
"Checking Account","New Application","846975975873887","0.8","36","B015","Low Income"
"Savings Account","New Application","701902899231760","0.9","36","B050","Middle Income"
"Mortgage","New Application","372210719184380","0.5","48","B054","Low Income"
"Checking Account","Servicing","796823886244473","1.0","72","B063","Secondary"
"Savings Account","Servicing","438275523290510","0.5","60","B002","High Income"
"Checking Account","Servicing","687710177672878","0.1","72","B025","Secondary"
"Personal Loan","Closed","967249235655460","0.2","84","B054","High Income"
"Personal Loan","New Application","651339893322183","1.0","36","B023","Primary"
"Mortgage","New Application","542871321397579","0.30000000000000004","72","B032","Middle Income"
"Personal Loan","Servicing","999041374007547","0.30000000000000004","84","B023","High Income"
"Mortgage","Closed","625593803339396","0.5","12","B093","Low Income"
"Savings Account","Servicing","603177160627884","0.1","72","B062","Middle Income"
"Savings Account","Servicing","609421148278688","0.4","72","B095","Primary"
"Mortgage","New Application","772407563981687","0.30000000000000004","60","B056","Middle Income"
"Personal Loan","Servicing","478614467662621","0.9","84","B061","Secondary"
"Personal Loan","Closed","379221461580752","0.4","24","B080","Low Income"
"Checking Account","New Application","159095199323537","0.2","24","B073","Secondary"
"Checking Account","Closed","990887812726486","0.4","84","B063","Middle Income"
"Checking Account","Servicing","137858751494657","0.2","84","B013","High Income"
"Checking Account","New Application","901816075322466","0.30000000000000004","36","B024","High Income"
"Personal Loan","Closed","318679166979006","0.4","24","B094","Secondary"
"Personal Loan","Closed","452830857186326","0.4","84","B089","Middle Income"
"Checking Account","Servicing","311001401270900","1.0","48","B069","Low Income"
"Checking Account","Closed","632929169632876","0.6000000000000001","48","B012","Primary"
"Mortgage","Servicing","344786994005905","1.0","12","B017","Low Income"
"Checking Account","Servicing","380527858739279","0.2","60","B065","Secondary"
"Checking Account","Closed","649457112460671","0.2","84","B084","Primary"
"Mortgage","New Application","509997149895002","0.6000000000000001","48","B047","High Income"
"Checking Account","New Application","451898401745006","0.4","84","B040","Secondary"
"Savings Account","Closed","926336599248154","0.9","48","B001","Middle Income"
"Mortgage","New Application","454511102239433","0.5","36","B019","Middle Income"
"Mortgage","Closed","339534600499230","0.7000000000000001","36","B066","High Income"
"Personal Loan","Servicing","574109550994774","0.5","84","B010","Middle Income"
"Mortgage","New Application","539313538739754","0.7000000000000001","60","B035","Low Income"
"Mortgage","Servicing","915334402333612","1.0","12","B054","Primary"
"Savings Account","Closed","820863294505630","0.2","60","B089","Primary"
"Savings Account","New Application","147410547537760","0.8","84","B086","Primary"
"Savings Account","Servicing","973678095303757","0.2","72","B073","High Income"
"Checking Account","Servicing","428302274589220","0.7000000000000001","60","B057","Primary"
"Savings Account","New Application","660531343621977","0.7000000000000001","12","B069","High Income"
"Checking Account","New Application","062076042396870","1.0","72","B090","High Income"
"Personal Loan","Servicing","925675582724366","0.5","24","B009","Low Income"
"Savings Account","Servicing","488933756595269","0.7000000000000001","72","B052","Middle Income"
"Mortgage","Closed","312246788645295","0.30000000000000004","36","B049","Secondary"
"Checking Account","New Application","138467684661976","0.2","12","B058","Middle Income"
"Personal Loan","Closed","690549569527307","0.2","24","B067","Secondary"
"Savings Account","New Application","731603483635270","0.4","36","B069","Low Income"
"Mortgage","Servicing","720771395777915","0.5","72","B089","Middle Income"
"Savings Account","Closed","738349208588156","0.2","12","B065","High Income"
"Checking Account","Servicing","184470102658688","0.1","72","B039","Low Income"
"Savings Account","Servicing","508320966492868","0.5","24","B070","Middle Income"
"Mortgage","Servicing","358778132319255","0.6000000000000001","60","B004","High Income"
"Checking Account","Servicing","425301252201549","0.1","60","B044","Middle Income"
"Checking Account","Servicing","367902253971000","0.5","12","B045","Primary"
"Personal Loan","Servicing","595948524089807","0.4","84","B094","Primary"
"Checking Account","Closed","993473902527336","0.7000000000000001","48","B024","Low Income"
"Savings Account","New Application","038961397172401","0.6000000000000001","72","B027","Primary"
"Checking Account","Closed","221649081979137","0.30000000000000004","24","B077","Middle Income"
"Personal Loan","Closed","374785953656444","0.8","84","B008","Low Income"
"Personal Loan","Servicing","292501609476707","0.7000000000000001","60","B066","Primary"
"Savings Account","New Application","483634299943427","0.1","24","B057","High Income"
"Checking Account","New Application","514674290796199","0.4","24","B053","Middle Income"
"Mortgage","New Application","264559109811216","0.6000000000000001","60","B069","Primary"
"Checking Account","Servicing","116691229895788","0.8","48","B050","Middle Income"
"Savings Account","Closed","093097062293201","0.30000000000000004","60","B054","High Income"
"Savings Account","Servicing","997301363480908","0.30000000000000004","72","B096","Low Income"
"Mortgage","Servicing","371632883815064","0.8","48","B054","Secondary"
"Checking Account","Closed","213303171086418","0.5","12","B021","Middle Income"
"Mortgage","Servicing","034525414040248","0.7000000000000001","24","B036","Middle Income"
"Personal Loan","New Application","857772014019069","0.6000000000000001","36","B078","Secondary"
